date,no2,o3,no2 + day 1,o3 + day 1,no2 + day 2,o3 + day 2
07/05/2015,22.0,9.0,5.0,29.0,6.0,30.0
11/05/2015,6.0,34.0,22.0,9.0,5.0,29.0
12/05/2015,8.0,29.0,6.0,34.0,22.0,9.0
13/05/2015,1.0,32.0,8.0,29.0,6.0,34.0
14/05/2015,2.0,35.0,1.0,32.0,8.0,29.0
15/05/2015,7.0,31.0,2.0,35.0,1.0,32.0
16/05/2015,5.0,33.0,7.0,31.0,2.0,35.0
17/05/2015,10.0,28.0,5.0,33.0,7.0,31.0
18/05/2015,6.0,24.0,10.0,28.0,5.0,33.0
19/05/2015,5.0,30.0,6.0,24.0,10.0,28.0
20/05/2015,8.0,30.0,5.0,30.0,6.0,24.0
21/05/2015,11.0,30.0,8.0,30.0,5.0,30.0
22/05/2015,6.0,34.0,11.0,30.0,8.0,30.0
23/05/2015,3.0,36.0,6.0,34.0,11.0,30.0
24/05/2015,3.0,27.0,3.0,36.0,6.0,34.0
25/05/2015,4.0,25.0,3.0,27.0,3.0,36.0
26/05/2015,8.0,31.0,4.0,25.0,3.0,27.0
27/05/2015,6.0,31.0,8.0,31.0,4.0,25.0
28/05/2015,11.0,34.0,6.0,31.0,8.0,31.0
29/05/2015,5.0,28.0,11.0,34.0,6.0,31.0
30/05/2015,7.0,20.0,5.0,28.0,11.0,34.0
31/05/2015,7.0,26.0,7.0,20.0,5.0,28.0
01/06/2015,7.0,24.0,7.0,26.0,7.0,20.0
02/06/2015,3.0,27.0,7.0,24.0,7.0,26.0
03/06/2015,10.0,40.0,3.0,27.0,7.0,24.0
04/06/2015,10.0,54.0,10.0,40.0,3.0,27.0
05/06/2015,5.0,34.0,10.0,54.0,10.0,40.0
06/06/2015,4.0,30.0,5.0,34.0,10.0,54.0
07/06/2015,2.0,30.0,4.0,30.0,5.0,34.0
08/06/2015,3.0,29.0,2.0,30.0,4.0,30.0
09/06/2015,3.0,39.0,3.0,29.0,2.0,30.0
10/06/2015,4.0,51.0,3.0,39.0,3.0,29.0
11/06/2015,6.0,61.0,4.0,51.0,3.0,39.0
12/06/2015,5.0,38.0,6.0,61.0,4.0,51.0
13/06/2015,3.0,37.0,5.0,38.0,6.0,61.0
14/06/2015,2.0,31.0,3.0,37.0,5.0,38.0
15/06/2015,4.0,32.0,2.0,31.0,3.0,37.0
16/06/2015,10.0,32.0,4.0,32.0,2.0,31.0
17/06/2015,5.0,26.0,10.0,32.0,4.0,32.0
18/06/2015,4.0,24.0,5.0,26.0,10.0,32.0
19/06/2015,5.0,22.0,4.0,24.0,5.0,26.0
20/06/2015,6.0,21.0,5.0,22.0,4.0,24.0
21/06/2015,7.0,23.0,6.0,21.0,5.0,22.0
22/06/2015,6.0,24.0,7.0,23.0,6.0,21.0
23/06/2015,5.0,35.0,6.0,24.0,7.0,23.0
24/06/2015,11.0,37.0,5.0,35.0,6.0,24.0
25/06/2015,11.0,37.0,11.0,37.0,5.0,35.0
26/06/2015,4.0,29.0,11.0,37.0,11.0,37.0
27/06/2015,7.0,36.0,4.0,29.0,11.0,37.0
28/06/2015,9.0,28.0,7.0,36.0,4.0,29.0
29/06/2015,7.0,49.0,9.0,28.0,7.0,36.0
30/06/2015,8.0,86.0,7.0,49.0,9.0,28.0
01/07/2015,11.0,85.0,8.0,86.0,7.0,49.0
07/07/2015,4.0,22.0,11.0,85.0,8.0,86.0
08/07/2015,4.0,23.0,4.0,22.0,11.0,85.0
09/07/2015,9.0,47.0,4.0,23.0,4.0,22.0
10/07/2015,7.0,55.0,9.0,47.0,4.0,23.0
11/07/2015,4.0,21.0,7.0,55.0,9.0,47.0
12/07/2015,5.0,17.0,4.0,21.0,7.0,55.0
13/07/2015,4.0,28.0,5.0,17.0,4.0,21.0
14/07/2015,8.0,21.0,4.0,28.0,5.0,17.0
15/07/2015,4.0,40.0,8.0,21.0,4.0,28.0
16/07/2015,5.0,28.0,4.0,40.0,8.0,21.0
17/07/2015,4.0,34.0,5.0,28.0,4.0,40.0
18/07/2015,4.0,30.0,4.0,34.0,5.0,28.0
19/07/2015,9.0,18.0,4.0,30.0,4.0,34.0
20/07/2015,4.0,28.0,9.0,18.0,4.0,30.0
21/07/2015,5.0,29.0,4.0,28.0,9.0,18.0
22/07/2015,3.0,31.0,5.0,29.0,4.0,28.0
23/07/2015,8.0,38.0,3.0,31.0,5.0,29.0
24/07/2015,2.0,29.0,8.0,38.0,3.0,31.0
25/07/2015,4.0,30.0,2.0,29.0,8.0,38.0
26/07/2015,3.0,27.0,4.0,30.0,2.0,29.0
27/07/2015,4.0,27.0,3.0,27.0,4.0,30.0
28/07/2015,3.0,27.0,4.0,27.0,3.0,27.0
29/07/2015,4.0,25.0,3.0,27.0,4.0,27.0
30/07/2015,5.0,33.0,4.0,25.0,3.0,27.0
31/07/2015,5.0,46.0,5.0,33.0,4.0,25.0
01/08/2015,10.0,60.0,5.0,46.0,5.0,33.0
02/08/2015,7.0,59.0,10.0,60.0,5.0,46.0
03/08/2015,6.0,31.0,7.0,59.0,10.0,60.0
04/08/2015,7.0,47.0,6.0,31.0,7.0,59.0
05/08/2015,10.0,37.0,7.0,47.0,6.0,31.0
06/08/2015,9.0,40.0,10.0,37.0,7.0,47.0
09/08/2015,8.0,27.0,9.0,40.0,10.0,37.0
10/08/2015,8.0,23.0,8.0,27.0,9.0,40.0
11/08/2015,4.0,28.0,8.0,23.0,8.0,27.0
12/08/2015,4.0,57.0,4.0,28.0,8.0,23.0
13/08/2015,6.0,40.0,4.0,57.0,4.0,28.0
14/08/2015,6.0,28.0,6.0,40.0,4.0,57.0
15/08/2015,2.0,23.0,6.0,28.0,6.0,40.0
16/08/2015,4.0,23.0,2.0,23.0,6.0,28.0
17/08/2015,7.0,23.0,4.0,23.0,2.0,23.0
18/08/2015,8.0,34.0,7.0,23.0,4.0,23.0
19/08/2015,11.0,40.0,8.0,34.0,7.0,23.0
20/08/2015,15.0,41.0,11.0,40.0,8.0,34.0
21/08/2015,9.0,55.0,15.0,41.0,11.0,40.0
22/08/2015,4.0,49.0,9.0,55.0,15.0,41.0
23/08/2015,7.0,27.0,4.0,49.0,9.0,55.0
24/08/2015,5.0,23.0,7.0,27.0,4.0,49.0
25/08/2015,5.0,27.0,5.0,23.0,7.0,27.0
26/08/2015,9.0,19.0,5.0,27.0,5.0,23.0
27/08/2015,10.0,26.0,9.0,19.0,5.0,27.0
28/08/2015,10.0,36.0,10.0,26.0,9.0,19.0
29/08/2015,5.0,34.0,10.0,36.0,10.0,26.0
30/08/2015,8.0,30.0,5.0,34.0,10.0,36.0
31/08/2015,3.0,28.0,8.0,30.0,5.0,34.0
01/09/2015,8.0,27.0,3.0,28.0,8.0,30.0
02/09/2015,13.0,24.0,8.0,27.0,3.0,28.0
03/09/2015,7.0,23.0,13.0,24.0,8.0,27.0
04/09/2015,5.0,24.0,7.0,23.0,13.0,24.0
05/09/2015,4.0,24.0,5.0,24.0,7.0,23.0
06/09/2015,5.0,22.0,4.0,24.0,5.0,24.0
07/09/2015,5.0,23.0,5.0,22.0,4.0,24.0
08/09/2015,7.0,25.0,5.0,23.0,5.0,22.0
09/09/2015,7.0,26.0,7.0,25.0,5.0,23.0
10/09/2015,8.0,29.0,7.0,26.0,7.0,25.0
11/09/2015,11.0,23.0,8.0,29.0,7.0,26.0
12/09/2015,10.0,10.0,11.0,23.0,8.0,29.0
14/09/2015,7.0,20.0,10.0,10.0,11.0,23.0
15/09/2015,11.0,21.0,7.0,20.0,10.0,10.0
16/09/2015,8.0,22.0,11.0,21.0,7.0,20.0
17/09/2015,13.0,13.0,8.0,22.0,11.0,21.0
18/09/2015,8.0,27.0,13.0,13.0,8.0,22.0
19/09/2015,9.0,28.0,8.0,27.0,13.0,13.0
20/09/2015,11.0,27.0,9.0,28.0,8.0,27.0
21/09/2015,9.0,20.0,11.0,27.0,9.0,28.0
22/09/2015,11.0,19.0,9.0,20.0,11.0,27.0
23/09/2015,13.0,13.0,11.0,19.0,9.0,20.0
24/09/2015,12.0,17.0,13.0,13.0,11.0,19.0
25/09/2015,12.0,22.0,12.0,17.0,13.0,13.0
26/09/2015,7.0,24.0,12.0,22.0,12.0,17.0
27/09/2015,10.0,17.0,7.0,24.0,12.0,22.0
28/09/2015,9.0,23.0,10.0,17.0,7.0,24.0
29/09/2015,7.0,23.0,9.0,23.0,10.0,17.0
30/09/2015,10.0,24.0,7.0,23.0,9.0,23.0
01/10/2015,13.0,20.0,10.0,24.0,7.0,23.0
02/10/2015,15.0,8.0,13.0,20.0,10.0,24.0
03/10/2015,17.0,23.0,15.0,8.0,13.0,20.0
04/10/2015,15.0,11.0,17.0,23.0,15.0,8.0
05/10/2015,12.0,6.0,15.0,11.0,17.0,23.0
06/10/2015,10.0,10.0,12.0,6.0,15.0,11.0
07/10/2015,13.0,16.0,10.0,10.0,12.0,6.0
08/10/2015,19.0,17.0,13.0,16.0,10.0,10.0
09/10/2015,6.0,19.0,19.0,17.0,13.0,16.0
10/10/2015,6.0,20.0,6.0,19.0,19.0,17.0
11/10/2015,12.0,16.0,6.0,20.0,6.0,19.0
12/10/2015,12.0,15.0,12.0,16.0,6.0,20.0
13/10/2015,15.0,7.0,12.0,15.0,12.0,16.0
14/10/2015,12.0,9.0,15.0,7.0,12.0,15.0
15/10/2015,10.0,10.0,12.0,9.0,15.0,7.0
16/10/2015,15.0,1.0,10.0,10.0,12.0,9.0
17/10/2015,12.0,1.0,15.0,1.0,10.0,10.0
18/10/2015,9.0,7.0,12.0,1.0,15.0,1.0
19/10/2015,14.0,18.0,9.0,7.0,12.0,1.0
20/10/2015,21.0,5.0,14.0,18.0,9.0,7.0
21/10/2015,10.0,18.0,21.0,5.0,14.0,18.0
22/10/2015,19.0,15.0,10.0,18.0,21.0,5.0
23/10/2015,15.0,12.0,19.0,15.0,10.0,18.0
24/10/2015,12.0,22.0,15.0,12.0,19.0,15.0
25/10/2015,14.0,7.0,12.0,22.0,15.0,12.0
26/10/2015,17.0,3.0,14.0,7.0,12.0,22.0
27/10/2015,15.0,1.0,17.0,3.0,14.0,7.0
28/10/2015,17.0,12.0,15.0,1.0,17.0,3.0
29/10/2015,17.0,5.0,17.0,12.0,15.0,1.0
30/10/2015,14.0,4.0,17.0,5.0,17.0,12.0
31/10/2015,14.0,4.0,14.0,4.0,17.0,5.0
01/11/2015,16.0,3.0,14.0,4.0,14.0,4.0
02/11/2015,20.0,3.0,16.0,3.0,14.0,4.0
03/11/2015,20.0,9.0,20.0,3.0,16.0,3.0
04/11/2015,16.0,8.0,20.0,9.0,20.0,3.0
05/11/2015,10.0,10.0,16.0,8.0,20.0,9.0
06/11/2015,6.0,18.0,10.0,10.0,16.0,8.0
07/11/2015,9.0,14.0,6.0,18.0,10.0,10.0
08/11/2015,8.0,22.0,9.0,14.0,6.0,18.0
09/11/2015,8.0,22.0,8.0,22.0,9.0,14.0
10/11/2015,11.0,18.0,8.0,22.0,8.0,22.0
11/11/2015,21.0,16.0,11.0,18.0,8.0,22.0
12/11/2015,9.0,24.0,21.0,16.0,11.0,18.0
13/11/2015,6.0,24.0,9.0,24.0,21.0,16.0
14/11/2015,3.0,20.0,6.0,24.0,9.0,24.0
15/11/2015,9.0,23.0,3.0,20.0,6.0,24.0
16/11/2015,7.0,26.0,9.0,23.0,3.0,20.0
17/11/2015,7.0,25.0,7.0,26.0,9.0,23.0
18/11/2015,9.0,25.0,7.0,25.0,7.0,26.0
19/11/2015,11.0,20.0,9.0,25.0,7.0,25.0
20/11/2015,6.0,25.0,11.0,20.0,9.0,25.0
21/11/2015,8.0,23.0,6.0,25.0,11.0,20.0
22/11/2015,23.0,17.0,8.0,23.0,6.0,25.0
23/11/2015,16.0,10.0,23.0,17.0,8.0,23.0
24/11/2015,16.0,16.0,16.0,10.0,23.0,17.0
25/11/2015,23.0,10.0,16.0,16.0,16.0,10.0
26/11/2015,22.0,11.0,23.0,10.0,16.0,16.0
27/11/2015,6.0,23.0,22.0,11.0,23.0,10.0
28/11/2015,4.0,27.0,6.0,23.0,22.0,11.0
29/11/2015,9.0,25.0,4.0,27.0,6.0,23.0
30/11/2015,15.0,19.0,9.0,25.0,4.0,27.0
01/12/2015,13.0,22.0,15.0,19.0,9.0,25.0
02/12/2015,17.0,14.0,13.0,22.0,15.0,19.0
03/12/2015,10.0,17.0,17.0,14.0,13.0,22.0
04/12/2015,8.0,17.0,10.0,17.0,17.0,14.0
05/12/2015,5.0,20.0,8.0,17.0,10.0,17.0
06/12/2015,16.0,7.0,5.0,20.0,8.0,17.0
07/12/2015,16.0,12.0,16.0,7.0,5.0,20.0
08/12/2015,18.0,17.0,16.0,12.0,16.0,7.0
09/12/2015,15.0,11.0,18.0,17.0,16.0,12.0
10/12/2015,13.0,17.0,15.0,11.0,18.0,17.0
11/12/2015,14.0,22.0,13.0,17.0,15.0,11.0
12/12/2015,13.0,22.0,14.0,22.0,13.0,17.0
13/12/2015,16.0,4.0,13.0,22.0,14.0,22.0
14/12/2015,19.0,1.0,16.0,4.0,13.0,22.0
15/12/2015,14.0,19.0,19.0,1.0,16.0,4.0
16/12/2015,14.0,14.0,14.0,19.0,19.0,1.0
17/12/2015,14.0,10.0,14.0,14.0,14.0,19.0
18/12/2015,11.0,13.0,14.0,10.0,14.0,14.0
19/12/2015,8.0,12.0,11.0,13.0,14.0,10.0
20/12/2015,6.0,22.0,8.0,12.0,11.0,13.0
21/12/2015,6.0,18.0,6.0,22.0,8.0,12.0
22/12/2015,10.0,21.0,6.0,18.0,6.0,22.0
23/12/2015,8.0,21.0,10.0,21.0,6.0,18.0
24/12/2015,6.0,23.0,8.0,21.0,10.0,21.0
25/12/2015,5.0,19.0,6.0,23.0,8.0,21.0
26/12/2015,6.0,15.0,5.0,19.0,6.0,23.0
27/12/2015,15.0,7.0,6.0,15.0,5.0,19.0
28/12/2015,18.0,2.0,15.0,7.0,6.0,15.0
29/12/2015,10.0,12.0,18.0,2.0,15.0,7.0
01/01/2016,10.0,11.0,10.0,12.0,18.0,2.0
02/01/2016,6.0,20.0,10.0,11.0,10.0,12.0
03/01/2016,14.0,20.0,6.0,20.0,10.0,11.0
04/01/2016,12.0,13.0,14.0,20.0,6.0,20.0
05/01/2016,15.0,1.0,12.0,13.0,14.0,20.0
06/01/2016,12.0,24.0,15.0,1.0,12.0,13.0
07/01/2016,15.0,24.0,12.0,24.0,15.0,1.0
08/01/2016,11.0,16.0,15.0,24.0,12.0,24.0
09/01/2016,4.0,24.0,11.0,16.0,15.0,24.0
12/01/2016,18.0,15.0,4.0,24.0,11.0,16.0
13/01/2016,13.0,20.0,18.0,15.0,4.0,24.0
14/01/2016,12.0,17.0,13.0,20.0,18.0,15.0
15/01/2016,8.0,26.0,12.0,17.0,13.0,20.0
16/01/2016,10.0,25.0,8.0,26.0,12.0,17.0
17/01/2016,23.0,7.0,10.0,25.0,8.0,26.0
18/01/2016,28.0,1.0,23.0,7.0,10.0,25.0
19/01/2016,29.0,4.0,28.0,1.0,23.0,7.0
20/01/2016,25.0,2.0,29.0,4.0,28.0,1.0
21/01/2016,21.0,3.0,25.0,2.0,29.0,4.0
22/01/2016,15.0,12.0,21.0,3.0,25.0,2.0
23/01/2016,8.0,15.0,15.0,12.0,21.0,3.0
24/01/2016,14.0,8.0,8.0,15.0,15.0,12.0
25/01/2016,10.0,20.0,14.0,8.0,8.0,15.0
26/01/2016,5.0,23.0,10.0,20.0,14.0,8.0
27/01/2016,11.0,23.0,5.0,23.0,10.0,20.0
28/01/2016,7.0,21.0,11.0,23.0,5.0,23.0
29/01/2016,5.0,26.0,7.0,21.0,11.0,23.0
30/01/2016,6.0,25.0,5.0,26.0,7.0,21.0
31/01/2016,6.0,28.0,6.0,25.0,5.0,26.0
01/02/2016,6.0,27.0,6.0,28.0,6.0,25.0
02/02/2016,8.0,22.0,6.0,27.0,6.0,28.0
03/02/2016,12.0,15.0,8.0,22.0,6.0,27.0
04/02/2016,16.0,9.0,12.0,15.0,8.0,22.0
05/02/2016,6.0,21.0,16.0,9.0,12.0,15.0
06/02/2016,3.0,27.0,6.0,21.0,16.0,9.0
07/02/2016,4.0,28.0,3.0,27.0,6.0,21.0
08/02/2016,8.0,28.0,4.0,28.0,3.0,27.0
09/02/2016,9.0,25.0,8.0,28.0,4.0,28.0
10/02/2016,20.0,18.0,9.0,25.0,8.0,28.0
11/02/2016,19.0,12.0,20.0,18.0,9.0,25.0
12/02/2016,13.0,13.0,19.0,12.0,20.0,18.0
13/02/2016,7.0,25.0,13.0,13.0,19.0,12.0
14/02/2016,7.0,26.0,7.0,25.0,13.0,13.0
15/02/2016,24.0,16.0,7.0,26.0,7.0,25.0
16/02/2016,20.0,9.0,24.0,16.0,7.0,26.0
17/02/2016,22.0,6.0,20.0,9.0,24.0,16.0
18/02/2016,18.0,15.0,22.0,6.0,20.0,9.0
19/02/2016,6.0,23.0,18.0,15.0,22.0,6.0
20/02/2016,3.0,26.0,6.0,23.0,18.0,15.0
21/02/2016,8.0,25.0,3.0,26.0,6.0,23.0
22/02/2016,13.0,23.0,8.0,25.0,3.0,26.0
23/02/2016,13.0,23.0,13.0,23.0,8.0,25.0
24/02/2016,15.0,24.0,13.0,23.0,13.0,23.0
25/02/2016,21.0,18.0,15.0,24.0,13.0,23.0
26/02/2016,9.0,26.0,21.0,18.0,15.0,24.0
27/02/2016,6.0,27.0,9.0,26.0,21.0,18.0
28/02/2016,12.0,25.0,6.0,27.0,9.0,26.0
29/02/2016,32.0,1.0,12.0,25.0,6.0,27.0
01/03/2016,8.0,25.0,32.0,1.0,12.0,25.0
02/03/2016,14.0,26.0,8.0,25.0,32.0,1.0
03/03/2016,20.0,13.0,14.0,26.0,8.0,25.0
04/03/2016,24.0,18.0,20.0,13.0,14.0,26.0
05/03/2016,13.0,27.0,24.0,18.0,20.0,13.0
06/03/2016,12.0,25.0,13.0,27.0,24.0,18.0
07/03/2016,16.0,20.0,12.0,25.0,13.0,27.0
08/03/2016,10.0,21.0,16.0,20.0,12.0,25.0
09/03/2016,12.0,22.0,10.0,21.0,16.0,20.0
10/03/2016,10.0,13.0,12.0,22.0,10.0,21.0
11/03/2016,9.0,24.0,10.0,13.0,12.0,22.0
12/03/2016,4.0,27.0,9.0,24.0,10.0,13.0
13/03/2016,6.0,26.0,4.0,27.0,9.0,24.0
14/03/2016,9.0,16.0,6.0,26.0,4.0,27.0
15/03/2016,7.0,24.0,9.0,16.0,6.0,26.0
16/03/2016,8.0,27.0,7.0,24.0,9.0,16.0
17/03/2016,4.0,32.0,8.0,27.0,7.0,24.0
18/03/2016,1.0,34.0,4.0,32.0,8.0,27.0
19/03/2016,3.0,30.0,1.0,34.0,4.0,32.0
20/03/2016,8.0,23.0,3.0,30.0,1.0,34.0
21/03/2016,10.0,20.0,8.0,23.0,3.0,30.0
22/03/2016,5.0,32.0,10.0,20.0,8.0,23.0
23/03/2016,12.0,21.0,5.0,32.0,10.0,20.0
24/03/2016,7.0,26.0,12.0,21.0,5.0,32.0
25/03/2016,10.0,25.0,7.0,26.0,12.0,21.0
26/03/2016,4.0,32.0,10.0,25.0,7.0,26.0
27/03/2016,2.0,29.0,4.0,32.0,10.0,25.0
28/03/2016,5.0,28.0,2.0,29.0,4.0,32.0
29/03/2016,8.0,28.0,5.0,28.0,2.0,29.0
30/03/2016,20.0,25.0,8.0,28.0,5.0,28.0
31/03/2016,8.0,29.0,20.0,25.0,8.0,28.0
01/04/2016,15.0,23.0,8.0,29.0,20.0,25.0
02/04/2016,7.0,32.0,15.0,23.0,8.0,29.0
03/04/2016,9.0,28.0,7.0,32.0,15.0,23.0
04/04/2016,17.0,27.0,9.0,28.0,7.0,32.0
05/04/2016,8.0,26.0,17.0,27.0,9.0,28.0
06/04/2016,6.0,27.0,8.0,26.0,17.0,27.0
07/04/2016,12.0,23.0,6.0,27.0,8.0,26.0
08/04/2016,14.0,33.0,12.0,23.0,6.0,27.0
09/04/2016,5.0,33.0,14.0,33.0,12.0,23.0
10/04/2016,5.0,30.0,5.0,33.0,14.0,33.0
11/04/2016,7.0,31.0,5.0,30.0,5.0,33.0
12/04/2016,11.0,29.0,7.0,31.0,5.0,30.0
13/04/2016,17.0,33.0,11.0,29.0,7.0,31.0
14/04/2016,11.0,28.0,17.0,33.0,11.0,29.0
15/04/2016,5.0,33.0,11.0,28.0,17.0,33.0
16/04/2016,4.0,31.0,5.0,33.0,11.0,28.0
17/04/2016,12.0,24.0,4.0,31.0,5.0,33.0
18/04/2016,7.0,30.0,12.0,24.0,4.0,31.0
19/04/2016,6.0,31.0,7.0,30.0,12.0,24.0
20/04/2016,7.0,31.0,6.0,31.0,7.0,30.0
21/04/2016,4.0,30.0,7.0,31.0,6.0,31.0
22/04/2016,3.0,32.0,4.0,30.0,7.0,31.0
23/04/2016,3.0,30.0,3.0,32.0,4.0,30.0
24/04/2016,9.0,29.0,3.0,30.0,3.0,32.0
25/04/2016,6.0,31.0,9.0,29.0,3.0,30.0
26/04/2016,5.0,35.0,6.0,31.0,9.0,29.0
27/04/2016,9.0,31.0,5.0,35.0,6.0,31.0
28/04/2016,10.0,25.0,9.0,31.0,5.0,35.0
29/04/2016,6.0,36.0,10.0,25.0,9.0,31.0
30/04/2016,3.0,39.0,6.0,36.0,10.0,25.0
01/05/2016,15.0,36.0,3.0,39.0,6.0,36.0
02/05/2016,4.0,33.0,15.0,36.0,3.0,39.0
03/05/2016,11.0,37.0,4.0,33.0,15.0,36.0
04/05/2016,7.0,42.0,11.0,37.0,4.0,33.0
05/05/2016,7.0,44.0,7.0,42.0,11.0,37.0
06/05/2016,11.0,60.0,7.0,44.0,7.0,42.0
07/05/2016,4.0,56.0,11.0,60.0,7.0,44.0
08/05/2016,4.0,50.0,4.0,56.0,11.0,60.0
09/05/2016,10.0,38.0,4.0,50.0,4.0,56.0
10/05/2016,9.0,51.0,10.0,38.0,4.0,50.0
11/05/2016,5.0,61.0,9.0,51.0,10.0,38.0
12/05/2016,4.0,42.0,5.0,61.0,9.0,51.0
13/05/2016,1.0,37.0,4.0,42.0,5.0,61.0
14/05/2016,3.0,34.0,1.0,37.0,4.0,42.0
15/05/2016,4.0,33.0,3.0,34.0,1.0,37.0
16/05/2016,9.0,38.0,4.0,33.0,3.0,34.0
17/05/2016,9.0,33.0,9.0,38.0,4.0,33.0
18/05/2016,10.0,27.0,9.0,33.0,9.0,38.0
19/05/2016,8.0,28.0,10.0,27.0,9.0,33.0
20/05/2016,7.0,30.0,8.0,28.0,10.0,27.0
21/05/2016,7.0,24.0,7.0,30.0,8.0,28.0
22/05/2016,5.0,29.0,7.0,24.0,7.0,30.0
23/05/2016,2.0,29.0,5.0,29.0,7.0,24.0
24/05/2016,8.0,21.0,2.0,29.0,5.0,29.0
25/05/2016,9.0,34.0,8.0,21.0,2.0,29.0
26/05/2016,6.0,37.0,9.0,34.0,8.0,21.0
27/05/2016,4.0,35.0,6.0,37.0,9.0,34.0
28/05/2016,4.0,33.0,4.0,35.0,6.0,37.0
29/05/2016,2.0,32.0,4.0,33.0,4.0,35.0
30/05/2016,5.0,31.0,2.0,32.0,4.0,33.0
31/05/2016,6.0,32.0,5.0,31.0,2.0,32.0
01/06/2016,2.0,32.0,6.0,32.0,5.0,31.0
02/06/2016,6.0,27.0,2.0,32.0,6.0,32.0
03/06/2016,7.0,43.0,6.0,27.0,2.0,32.0
04/06/2016,3.0,36.0,7.0,43.0,6.0,27.0
05/06/2016,4.0,35.0,3.0,36.0,7.0,43.0
06/06/2016,5.0,36.0,4.0,35.0,3.0,36.0
07/06/2016,4.0,32.0,5.0,36.0,4.0,35.0
08/06/2016,2.0,40.0,4.0,32.0,5.0,36.0
09/06/2016,4.0,37.0,2.0,40.0,4.0,32.0
10/06/2016,4.0,37.0,4.0,37.0,2.0,40.0
11/06/2016,5.0,37.0,4.0,37.0,4.0,37.0
12/06/2016,5.0,29.0,5.0,37.0,4.0,37.0
13/06/2016,7.0,18.0,5.0,29.0,5.0,37.0
14/06/2016,10.0,18.0,7.0,18.0,5.0,29.0
15/06/2016,7.0,25.0,10.0,18.0,7.0,18.0
16/06/2016,7.0,25.0,7.0,25.0,10.0,18.0
17/06/2016,5.0,26.0,7.0,25.0,7.0,25.0
18/06/2016,3.0,33.0,5.0,26.0,7.0,25.0
19/06/2016,7.0,24.0,3.0,33.0,5.0,26.0
20/06/2016,9.0,9.0,7.0,24.0,3.0,33.0
21/06/2016,7.0,26.0,9.0,9.0,7.0,24.0
22/06/2016,8.0,36.0,7.0,26.0,9.0,9.0
23/06/2016,8.0,30.0,8.0,36.0,7.0,26.0
24/06/2016,9.0,22.0,8.0,30.0,8.0,36.0
25/06/2016,4.0,26.0,9.0,22.0,8.0,30.0
26/06/2016,6.0,23.0,4.0,26.0,9.0,22.0
27/06/2016,9.0,33.0,6.0,23.0,4.0,26.0
28/06/2016,5.0,26.0,9.0,33.0,6.0,23.0
29/06/2016,7.0,17.0,5.0,26.0,9.0,33.0
30/06/2016,6.0,16.0,7.0,17.0,5.0,26.0
01/07/2016,3.0,26.0,6.0,16.0,7.0,17.0
02/07/2016,2.0,24.0,3.0,26.0,6.0,16.0
03/07/2016,8.0,34.0,2.0,24.0,3.0,26.0
04/07/2016,6.0,27.0,8.0,34.0,2.0,24.0
05/07/2016,3.0,26.0,6.0,27.0,8.0,34.0
06/07/2016,9.0,40.0,3.0,26.0,6.0,27.0
07/07/2016,11.0,21.0,9.0,40.0,3.0,26.0
08/07/2016,7.0,27.0,11.0,21.0,9.0,40.0
09/07/2016,5.0,37.0,7.0,27.0,11.0,21.0
10/07/2016,3.0,24.0,5.0,37.0,7.0,27.0
11/07/2016,5.0,22.0,3.0,24.0,5.0,37.0
12/07/2016,7.0,24.0,5.0,22.0,3.0,24.0
13/07/2016,5.0,23.0,7.0,24.0,5.0,22.0
14/07/2016,5.0,29.0,5.0,23.0,7.0,24.0
15/07/2016,5.0,18.0,5.0,29.0,5.0,23.0
16/07/2016,4.0,23.0,5.0,18.0,5.0,29.0
17/07/2016,8.0,38.0,4.0,23.0,5.0,18.0
18/07/2016,9.0,85.0,8.0,38.0,4.0,23.0
19/07/2016,8.0,52.0,9.0,85.0,8.0,38.0
20/07/2016,6.0,42.0,8.0,52.0,9.0,85.0
21/07/2016,7.0,43.0,6.0,42.0,8.0,52.0
22/07/2016,2.0,40.0,7.0,43.0,6.0,42.0
23/07/2016,3.0,39.0,2.0,40.0,7.0,43.0
24/07/2016,6.0,24.0,3.0,39.0,2.0,40.0
25/07/2016,9.0,29.0,6.0,24.0,3.0,39.0
26/07/2016,6.0,18.0,9.0,29.0,6.0,24.0
27/07/2016,6.0,27.0,6.0,18.0,9.0,29.0
28/07/2016,5.0,18.0,6.0,27.0,6.0,18.0
29/07/2016,4.0,22.0,5.0,18.0,6.0,27.0
30/07/2016,3.0,26.0,4.0,22.0,5.0,18.0
31/07/2016,5.0,27.0,3.0,26.0,4.0,22.0
01/08/2016,6.0,15.0,5.0,27.0,3.0,26.0
02/08/2016,3.0,16.0,6.0,15.0,5.0,27.0
03/08/2016,3.0,26.0,3.0,16.0,6.0,15.0
04/08/2016,5.0,24.0,3.0,26.0,3.0,16.0
05/08/2016,5.0,25.0,5.0,24.0,3.0,26.0
06/08/2016,6.0,12.0,5.0,25.0,5.0,24.0
07/08/2016,2.0,26.0,6.0,12.0,5.0,25.0
08/08/2016,5.0,21.0,2.0,26.0,6.0,12.0
09/08/2016,3.0,20.0,5.0,21.0,2.0,26.0
10/08/2016,10.0,13.0,3.0,20.0,5.0,21.0
11/08/2016,5.0,14.0,10.0,13.0,3.0,20.0
12/08/2016,5.0,20.0,5.0,14.0,10.0,13.0
13/08/2016,5.0,22.0,5.0,20.0,5.0,14.0
