date,o3,no2,pm25 - day 1,pm10 - day 1,o3 - day 1,no2 - day 1,temp - day 1,humidity - day 1,visibility - day 1,solarradiation - day 1,precip - day 1,windspeed - day 1,winddir - day 1,pm25 - day 2,pm10 - day 2,o3 - day 2,no2 - day 2,temp - day 2,humidity - day 2,visibility - day 2,solarradiation - day 2,precip - day 2,windspeed - day 2,winddir - day 2,pm25 - day 3,pm10 - day 3,o3 - day 3,no2 - day 3,temp - day 3,humidity - day 3,visibility - day 3,solarradiation - day 3,precip - day 3,windspeed - day 3,winddir - day 3,o3 + day 1,no2 + day 1,o3 + day 2,no2 + day 2
18/07/2021,27.0,2.0,36.0,13.0,25.0,4.0,20.2,72.5,25.9,329.7,0.0,20.2,4.8,45.0,14.0,24.0,1.0,18.0,75.5,15.3,307.8,0.2,20.9,341.9,35.0,23.0,22.0,1.0,18.4,91.6,8.8,124.7,4.4,32.4,349.1,32.0,3.0,44.0,4.0
17/07/2021,25.0,4.0,45.0,14.0,24.0,1.0,18.0,75.5,15.3,307.8,0.2,20.9,341.9,35.0,23.0,22.0,1.0,18.4,91.6,8.8,124.7,4.4,32.4,349.1,42.0,14.0,29.0,1.0,18.7,90.6,9.4,115.7,0.3,21.6,329.7,27.0,2.0,32.0,3.0
16/07/2021,24.0,1.0,35.0,23.0,22.0,1.0,18.4,91.6,8.8,124.7,4.4,32.4,349.1,42.0,14.0,29.0,1.0,18.7,90.6,9.4,115.7,0.3,21.6,329.7,52.0,15.0,32.0,2.0,18.8,91.4,8.8,117.6,0.5,18.0,355.2,25.0,4.0,27.0,2.0
15/07/2021,22.0,1.0,42.0,14.0,29.0,1.0,18.7,90.6,9.4,115.7,0.3,21.6,329.7,52.0,15.0,32.0,2.0,18.8,91.4,8.8,117.6,0.5,18.0,355.2,53.0,15.0,32.0,3.0,19.4,78.7,18.5,184.3,0.3,15.1,108.3,24.0,1.0,25.0,4.0
14/07/2021,29.0,1.0,52.0,15.0,32.0,2.0,18.8,91.4,8.8,117.6,0.5,18.0,355.2,53.0,15.0,32.0,3.0,19.4,78.7,18.5,184.3,0.3,15.1,108.3,52.0,13.0,33.0,11.0,19.2,78.8,15.2,248.5,0.0,14.4,277.7,22.0,1.0,24.0,1.0
13/07/2021,32.0,2.0,53.0,15.0,32.0,3.0,19.4,78.7,18.5,184.3,0.3,15.1,108.3,52.0,13.0,33.0,11.0,19.2,78.8,15.2,248.5,0.0,14.4,277.7,65.0,12.0,32.0,10.0,18.0,79.6,9.3,139.5,0.5,10.8,320.6,29.0,1.0,22.0,1.0
12/07/2021,32.0,3.0,52.0,13.0,33.0,11.0,19.2,78.8,15.2,248.5,0.0,14.4,277.7,65.0,12.0,32.0,10.0,18.0,79.6,9.3,139.5,0.5,10.8,320.6,47.0,16.0,32.0,4.0,17.8,77.7,16.1,313.3,0.1,14.4,271.5,32.0,2.0,29.0,1.0
11/07/2021,33.0,11.0,65.0,12.0,32.0,10.0,18.0,79.6,9.3,139.5,0.5,10.8,320.6,47.0,16.0,32.0,4.0,17.8,77.7,16.1,313.3,0.1,14.4,271.5,47.0,13.0,29.0,4.0,17.9,76.3,26.4,256.8,0.0,14.4,311.5,32.0,3.0,32.0,2.0
10/07/2021,32.0,10.0,47.0,16.0,32.0,4.0,17.8,77.7,16.1,313.3,0.1,14.4,271.5,47.0,13.0,29.0,4.0,17.9,76.3,26.4,256.8,0.0,14.4,311.5,30.0,12.0,27.0,9.0,17.7,73.9,35.4,278.4,0.0,21.6,198.8,33.0,11.0,32.0,3.0
09/07/2021,32.0,4.0,47.0,13.0,29.0,4.0,17.9,76.3,26.4,256.8,0.0,14.4,311.5,30.0,12.0,27.0,9.0,17.7,73.9,35.4,278.4,0.0,21.6,198.8,20.0,13.0,22.0,4.0,18.2,74.9,33.3,306.3,0.9,36.0,190.1,32.0,10.0,33.0,11.0
08/07/2021,29.0,4.0,30.0,12.0,27.0,9.0,17.7,73.9,35.4,278.4,0.0,21.6,198.8,20.0,13.0,22.0,4.0,18.2,74.9,33.3,306.3,0.9,36.0,190.1,24.0,12.0,24.0,3.0,16.4,88.0,17.5,236.8,4.6,21.6,190.2,32.0,4.0,32.0,10.0
07/07/2021,27.0,9.0,20.0,13.0,22.0,4.0,18.2,74.9,33.3,306.3,0.9,36.0,190.1,24.0,12.0,24.0,3.0,16.4,88.0,17.5,236.8,4.6,21.6,190.2,36.0,11.0,20.0,4.0,18.5,87.5,14.3,178.1,5.5,14.4,246.3,29.0,4.0,32.0,4.0
06/07/2021,22.0,4.0,24.0,12.0,24.0,3.0,16.4,88.0,17.5,236.8,4.6,21.6,190.2,36.0,11.0,20.0,4.0,18.5,87.5,14.3,178.1,5.5,14.4,246.3,55.0,10.0,19.0,4.0,17.9,84.3,10.9,178.9,7.3,14.4,141.4,27.0,9.0,29.0,4.0
05/07/2021,24.0,3.0,36.0,11.0,20.0,4.0,18.5,87.5,14.3,178.1,5.5,14.4,246.3,55.0,10.0,19.0,4.0,17.9,84.3,10.9,178.9,7.3,14.4,141.4,48.0,16.0,37.0,5.0,17.0,82.7,13.2,282.7,0.2,10.8,228.6,22.0,4.0,27.0,9.0
04/07/2021,20.0,4.0,55.0,10.0,19.0,4.0,17.9,84.3,10.9,178.9,7.3,14.4,141.4,48.0,16.0,37.0,5.0,17.0,82.7,13.2,282.7,0.2,10.8,228.6,45.0,16.0,28.0,5.0,14.9,85.8,12.4,143.1,0.6,18.0,272.6,24.0,3.0,22.0,4.0
03/07/2021,19.0,4.0,48.0,16.0,37.0,5.0,17.0,82.7,13.2,282.7,0.2,10.8,228.6,45.0,16.0,28.0,5.0,14.9,85.8,12.4,143.1,0.6,18.0,272.6,28.0,17.0,25.0,3.0,14.1,93.6,10.3,111.9,2.7,14.4,318.7,20.0,4.0,24.0,3.0
02/07/2021,37.0,5.0,45.0,16.0,28.0,5.0,14.9,85.8,12.4,143.1,0.6,18.0,272.6,28.0,17.0,25.0,3.0,14.1,93.6,10.3,111.9,2.7,14.4,318.7,43.0,9.0,22.0,3.0,17.9,91.4,12.3,211.4,1.1,14.4,325.4,19.0,4.0,20.0,4.0
01/07/2021,28.0,5.0,28.0,17.0,25.0,3.0,14.1,93.6,10.3,111.9,2.7,14.4,318.7,43.0,9.0,22.0,3.0,17.9,91.4,12.3,211.4,1.1,14.4,325.4,48.0,13.0,20.0,4.0,20.3,85.9,11.1,166.6,0.1,10.8,20.5,37.0,5.0,19.0,4.0
30/06/2021,25.0,3.0,43.0,9.0,22.0,3.0,17.9,91.4,12.3,211.4,1.1,14.4,325.4,48.0,13.0,20.0,4.0,20.3,85.9,11.1,166.6,0.1,10.8,20.5,50.0,15.0,28.0,5.0,20.8,77.8,12.8,186.1,6.4,28.8,82.4,28.0,5.0,37.0,5.0
29/06/2021,22.0,3.0,48.0,13.0,20.0,4.0,20.3,85.9,11.1,166.6,0.1,10.8,20.5,50.0,15.0,28.0,5.0,20.8,77.8,12.8,186.1,6.4,28.8,82.4,53.0,24.0,39.0,2.0,19.4,78.5,11.5,269.6,0.2,14.4,98.3,25.0,3.0,28.0,5.0
28/06/2021,20.0,4.0,50.0,15.0,28.0,5.0,20.8,77.8,12.8,186.1,6.4,28.8,82.4,53.0,24.0,39.0,2.0,19.4,78.5,11.5,269.6,0.2,14.4,98.3,52.0,16.0,44.0,4.0,14.2,87.3,8.9,228.7,1.3,21.6,199.2,22.0,3.0,25.0,3.0
27/06/2021,28.0,5.0,53.0,24.0,39.0,2.0,19.4,78.5,11.5,269.6,0.2,14.4,98.3,52.0,16.0,44.0,4.0,14.2,87.3,8.9,228.7,1.3,21.6,199.2,31.0,18.0,19.0,8.0,15.7,71.5,33.5,272.0,0.0,10.8,0.3,20.0,4.0,22.0,3.0
26/06/2021,39.0,2.0,52.0,16.0,44.0,4.0,14.2,87.3,8.9,228.7,1.3,21.6,199.2,31.0,18.0,19.0,8.0,15.7,71.5,33.5,272.0,0.0,10.8,0.3,24.0,11.0,34.0,3.0,14.5,74.6,24.7,192.2,1.2,14.4,17.1,28.0,5.0,20.0,4.0
25/06/2021,44.0,4.0,31.0,18.0,19.0,8.0,15.7,71.5,33.5,272.0,0.0,10.8,0.3,24.0,11.0,34.0,3.0,14.5,74.6,24.7,192.2,1.2,14.4,17.1,38.0,13.0,29.0,2.0,14.5,72.5,24.2,138.4,0.2,21.6,25.0,39.0,2.0,28.0,5.0
24/06/2021,19.0,8.0,24.0,11.0,34.0,3.0,14.5,74.6,24.7,192.2,1.2,14.4,17.1,38.0,13.0,29.0,2.0,14.5,72.5,24.2,138.4,0.2,21.6,25.0,22.0,15.0,28.0,2.0,14.5,88.3,23.2,178.1,10.3,21.6,15.5,44.0,4.0,39.0,2.0
23/06/2021,34.0,3.0,38.0,13.0,29.0,2.0,14.5,72.5,24.2,138.4,0.2,21.6,25.0,22.0,15.0,28.0,2.0,14.5,88.3,23.2,178.1,10.3,21.6,15.5,26.0,8.0,27.0,2.0,18.7,83.7,27.1,291.7,9.7,14.4,316.1,19.0,8.0,44.0,4.0
22/06/2021,29.0,2.0,22.0,15.0,28.0,2.0,14.5,88.3,23.2,178.1,10.3,21.6,15.5,26.0,8.0,27.0,2.0,18.7,83.7,27.1,291.7,9.7,14.4,316.1,41.0,11.0,36.0,2.0,18.5,86.3,14.1,304.1,0.0,18.0,231.6,34.0,3.0,19.0,8.0
21/06/2021,28.0,2.0,26.0,8.0,27.0,2.0,18.7,83.7,27.1,291.7,9.7,14.4,316.1,41.0,11.0,36.0,2.0,18.5,86.3,14.1,304.1,0.0,18.0,231.6,52.0,16.0,22.0,4.0,22.2,82.2,13.1,196.1,18.2,20.9,128.1,29.0,2.0,34.0,3.0
20/06/2021,27.0,2.0,41.0,11.0,36.0,2.0,18.5,86.3,14.1,304.1,0.0,18.0,231.6,52.0,16.0,22.0,4.0,22.2,82.2,13.1,196.1,18.2,20.9,128.1,54.0,26.0,52.0,4.0,23.8,68.9,24.7,274.4,0.0,24.8,215.4,28.0,2.0,29.0,2.0
19/06/2021,36.0,2.0,52.0,16.0,22.0,4.0,22.2,82.2,13.1,196.1,18.2,20.9,128.1,54.0,26.0,52.0,4.0,23.8,68.9,24.7,274.4,0.0,24.8,215.4,40.0,31.0,52.0,6.0,21.2,64.1,30.8,334.1,0.0,10.8,107.1,27.0,2.0,28.0,2.0
18/06/2021,22.0,4.0,54.0,26.0,52.0,4.0,23.8,68.9,24.7,274.4,0.0,24.8,215.4,40.0,31.0,52.0,6.0,21.2,64.1,30.8,334.1,0.0,10.8,107.1,26.0,19.0,64.0,5.0,18.8,61.9,35.6,273.4,0.0,14.4,14.4,36.0,2.0,27.0,2.0
17/06/2021,52.0,4.0,40.0,31.0,52.0,6.0,21.2,64.1,30.8,334.1,0.0,10.8,107.1,26.0,19.0,64.0,5.0,18.8,61.9,35.6,273.4,0.0,14.4,14.4,47.0,11.0,35.0,2.0,19.8,63.2,24.8,352.0,0.0,14.4,262.3,22.0,4.0,36.0,2.0
16/06/2021,52.0,6.0,26.0,19.0,64.0,5.0,18.8,61.9,35.6,273.4,0.0,14.4,14.4,47.0,11.0,35.0,2.0,19.8,63.2,24.8,352.0,0.0,14.4,262.3,42.0,20.0,58.0,5.0,16.4,66.6,22.5,354.8,0.0,10.8,324.3,52.0,4.0,22.0,4.0
15/06/2021,64.0,5.0,47.0,11.0,35.0,2.0,19.8,63.2,24.8,352.0,0.0,14.4,262.3,42.0,20.0,58.0,5.0,16.4,66.6,22.5,354.8,0.0,10.8,324.3,32.0,15.0,39.0,2.0,17.8,70.4,22.8,278.7,0.0,26.6,302.0,52.0,6.0,52.0,4.0
14/06/2021,35.0,2.0,42.0,20.0,58.0,5.0,16.4,66.6,22.5,354.8,0.0,10.8,324.3,32.0,15.0,39.0,2.0,17.8,70.4,22.8,278.7,0.0,26.6,302.0,52.0,11.0,27.0,4.0,18.6,81.7,13.2,332.4,0.0,14.8,246.4,64.0,5.0,52.0,6.0
13/06/2021,58.0,5.0,32.0,15.0,39.0,2.0,17.8,70.4,22.8,278.7,0.0,26.6,302.0,52.0,11.0,27.0,4.0,18.6,81.7,13.2,332.4,0.0,14.8,246.4,33.0,20.0,22.0,6.0,19.0,67.4,27.2,346.7,0.0,14.4,249.7,35.0,2.0,64.0,5.0
12/06/2021,39.0,2.0,52.0,11.0,27.0,4.0,18.6,81.7,13.2,332.4,0.0,14.8,246.4,33.0,20.0,22.0,6.0,19.0,67.4,27.2,346.7,0.0,14.4,249.7,45.0,15.0,40.0,8.0,19.5,67.4,23.8,288.5,0.0,14.4,267.9,58.0,5.0,35.0,2.0
11/06/2021,27.0,4.0,33.0,20.0,22.0,6.0,19.0,67.4,27.2,346.7,0.0,14.4,249.7,45.0,15.0,40.0,8.0,19.5,67.4,23.8,288.5,0.0,14.4,267.9,37.0,16.0,42.0,5.0,19.0,63.2,27.9,347.5,0.0,14.4,19.5,39.0,2.0,58.0,5.0
10/06/2021,22.0,6.0,45.0,15.0,40.0,8.0,19.5,67.4,23.8,288.5,0.0,14.4,267.9,37.0,16.0,42.0,5.0,19.0,63.2,27.9,347.5,0.0,14.4,19.5,32.0,12.0,42.0,3.0,16.5,67.1,34.8,348.1,0.0,18.0,19.3,27.0,4.0,39.0,2.0
09/06/2021,40.0,8.0,37.0,16.0,42.0,5.0,19.0,63.2,27.9,347.5,0.0,14.4,19.5,32.0,12.0,42.0,3.0,16.5,67.1,34.8,348.1,0.0,18.0,19.3,41.0,9.0,41.0,3.0,16.7,67.9,24.0,304.3,0.0,18.0,333.3,22.0,6.0,27.0,4.0
08/06/2021,42.0,5.0,32.0,12.0,42.0,3.0,16.5,67.1,34.8,348.1,0.0,18.0,19.3,41.0,9.0,41.0,3.0,16.7,67.9,24.0,304.3,0.0,18.0,333.3,61.0,10.0,35.0,2.0,16.2,90.1,6.5,191.5,0.8,16.6,305.3,40.0,8.0,22.0,6.0
07/06/2021,42.0,3.0,41.0,9.0,41.0,3.0,16.7,67.9,24.0,304.3,0.0,18.0,333.3,61.0,10.0,35.0,2.0,16.2,90.1,6.5,191.5,0.8,16.6,305.3,53.0,22.0,36.0,2.0,19.9,72.9,17.9,210.1,0.4,14.4,0.3,42.0,5.0,40.0,8.0
06/06/2021,41.0,3.0,61.0,10.0,35.0,2.0,16.2,90.1,6.5,191.5,0.8,16.6,305.3,53.0,22.0,36.0,2.0,19.9,72.9,17.9,210.1,0.4,14.4,0.3,44.0,22.0,47.0,5.0,21.1,71.2,29.8,240.7,0.6,16.6,229.0,42.0,3.0,42.0,5.0
05/06/2021,35.0,2.0,53.0,22.0,36.0,2.0,19.9,72.9,17.9,210.1,0.4,14.4,0.3,44.0,22.0,47.0,5.0,21.1,71.2,29.8,240.7,0.6,16.6,229.0,46.0,21.0,42.0,6.0,20.3,57.1,33.7,344.4,0.0,14.4,101.3,41.0,3.0,42.0,3.0
04/06/2021,36.0,2.0,44.0,22.0,47.0,5.0,21.1,71.2,29.8,240.7,0.6,16.6,229.0,46.0,21.0,42.0,6.0,20.3,57.1,33.7,344.4,0.0,14.4,101.3,28.0,20.0,63.0,5.0,18.4,52.1,38.0,352.1,0.0,18.0,98.2,35.0,2.0,41.0,3.0
03/06/2021,47.0,5.0,46.0,21.0,42.0,6.0,20.3,57.1,33.7,344.4,0.0,14.4,101.3,28.0,20.0,63.0,5.0,18.4,52.1,38.0,352.1,0.0,18.0,98.2,45.0,17.0,48.0,4.0,16.9,63.7,26.1,344.2,0.0,18.0,51.2,36.0,2.0,35.0,2.0
02/06/2021,42.0,6.0,28.0,20.0,63.0,5.0,18.4,52.1,38.0,352.1,0.0,18.0,98.2,45.0,17.0,48.0,4.0,16.9,63.7,26.1,344.2,0.0,18.0,51.2,45.0,15.0,39.0,3.0,14.6,72.2,21.7,348.0,0.0,18.0,32.4,47.0,5.0,36.0,2.0
01/06/2021,63.0,5.0,45.0,17.0,48.0,4.0,16.9,63.7,26.1,344.2,0.0,18.0,51.2,45.0,15.0,39.0,3.0,14.6,72.2,21.7,348.0,0.0,18.0,32.4,34.0,12.0,35.0,1.0,12.6,77.1,27.9,346.2,0.0,14.4,15.8,42.0,6.0,47.0,5.0
31/05/2021,48.0,4.0,45.0,15.0,39.0,3.0,14.6,72.2,21.7,348.0,0.0,18.0,32.4,34.0,12.0,35.0,1.0,12.6,77.1,27.9,346.2,0.0,14.4,15.8,34.0,11.0,35.0,2.0,12.5,73.6,24.4,267.6,0.0,14.4,21.5,63.0,5.0,42.0,6.0
30/05/2021,39.0,3.0,34.0,12.0,35.0,1.0,12.6,77.1,27.9,346.2,0.0,14.4,15.8,34.0,11.0,35.0,2.0,12.5,73.6,24.4,267.6,0.0,14.4,21.5,29.0,11.0,31.0,3.0,10.8,85.1,19.3,244.2,3.5,26.6,291.6,48.0,4.0,63.0,5.0
29/05/2021,35.0,1.0,34.0,11.0,35.0,2.0,12.5,73.6,24.4,267.6,0.0,14.4,21.5,29.0,11.0,31.0,3.0,10.8,85.1,19.3,244.2,3.5,26.6,291.6,27.0,16.0,26.0,4.0,10.7,83.9,21.7,258.5,8.4,26.3,245.8,39.0,3.0,48.0,4.0
28/05/2021,35.0,2.0,29.0,11.0,31.0,3.0,10.8,85.1,19.3,244.2,3.5,26.6,291.6,27.0,16.0,26.0,4.0,10.7,83.9,21.7,258.5,8.4,26.3,245.8,26.0,12.0,30.0,5.0,10.2,83.1,29.6,185.5,3.3,25.2,240.8,35.0,1.0,39.0,3.0
27/05/2021,31.0,3.0,27.0,16.0,26.0,4.0,10.7,83.9,21.7,258.5,8.4,26.3,245.8,26.0,12.0,30.0,5.0,10.2,83.1,29.6,185.5,3.3,25.2,240.8,15.0,10.0,26.0,5.0,11.6,81.4,29.1,103.2,16.5,21.6,185.4,35.0,2.0,35.0,1.0
26/05/2021,26.0,4.0,26.0,12.0,30.0,5.0,10.2,83.1,29.6,185.5,3.3,25.2,240.8,15.0,10.0,26.0,5.0,11.6,81.4,29.1,103.2,16.5,21.6,185.4,26.0,10.0,30.0,3.0,11.4,74.4,25.4,232.4,0.9,28.8,213.4,31.0,3.0,35.0,2.0
25/05/2021,30.0,5.0,15.0,10.0,26.0,5.0,11.6,81.4,29.1,103.2,16.5,21.6,185.4,26.0,10.0,30.0,3.0,11.4,74.4,25.4,232.4,0.9,28.8,213.4,22.0,14.0,34.0,3.0,10.9,80.8,23.3,126.9,7.7,36.0,227.5,26.0,4.0,31.0,3.0
24/05/2021,26.0,5.0,26.0,10.0,30.0,3.0,11.4,74.4,25.4,232.4,0.9,28.8,213.4,22.0,14.0,34.0,3.0,10.9,80.8,23.3,126.9,7.7,36.0,227.5,30.0,13.0,29.0,2.0,13.5,61.1,25.8,305.5,0.1,43.2,214.4,30.0,5.0,26.0,4.0
23/05/2021,30.0,3.0,22.0,14.0,34.0,3.0,10.9,80.8,23.3,126.9,7.7,36.0,227.5,30.0,13.0,29.0,2.0,13.5,61.1,25.8,305.5,0.1,43.2,214.4,47.0,23.0,31.0,3.0,11.5,78.6,19.5,220.8,0.0,21.6,197.5,26.0,5.0,30.0,5.0
22/05/2021,34.0,3.0,30.0,13.0,29.0,2.0,13.5,61.1,25.8,305.5,0.1,43.2,214.4,47.0,23.0,31.0,3.0,11.5,78.6,19.5,220.8,0.0,21.6,197.5,35.0,14.0,30.0,7.0,10.4,87.9,22.0,136.5,8.2,14.4,247.6,30.0,3.0,26.0,5.0
21/05/2021,29.0,2.0,47.0,23.0,31.0,3.0,11.5,78.6,19.5,220.8,0.0,21.6,197.5,35.0,14.0,30.0,7.0,10.4,87.9,22.0,136.5,8.2,14.4,247.6,32.0,13.0,26.0,7.0,11.6,77.0,24.3,253.4,0.8,21.6,280.2,34.0,3.0,30.0,3.0
20/05/2021,31.0,3.0,35.0,14.0,30.0,7.0,10.4,87.9,22.0,136.5,8.2,14.4,247.6,32.0,13.0,26.0,7.0,11.6,77.0,24.3,253.4,0.8,21.6,280.2,30.0,10.0,34.0,5.0,11.3,85.7,25.7,203.5,12.1,18.0,235.0,29.0,2.0,34.0,3.0
19/05/2021,30.0,7.0,32.0,13.0,26.0,7.0,11.6,77.0,24.3,253.4,0.8,21.6,280.2,30.0,10.0,34.0,5.0,11.3,85.7,25.7,203.5,12.1,18.0,235.0,30.0,10.0,32.0,5.0,11.4,84.1,22.2,210.2,6.6,18.0,218.1,31.0,3.0,29.0,2.0
18/05/2021,26.0,7.0,30.0,10.0,34.0,5.0,11.3,85.7,25.7,203.5,12.1,18.0,235.0,30.0,10.0,32.0,5.0,11.4,84.1,22.2,210.2,6.6,18.0,218.1,43.0,15.0,26.0,3.0,10.5,85.7,15.5,147.6,3.0,10.8,179.7,30.0,7.0,31.0,3.0
17/05/2021,34.0,5.0,30.0,10.0,32.0,5.0,11.4,84.1,22.2,210.2,6.6,18.0,218.1,43.0,15.0,26.0,3.0,10.5,85.7,15.5,147.6,3.0,10.8,179.7,38.0,13.0,28.0,4.0,11.4,83.1,15.9,226.9,0.4,10.8,359.6,26.0,7.0,30.0,7.0
16/05/2021,32.0,5.0,43.0,15.0,26.0,3.0,10.5,85.7,15.5,147.6,3.0,10.8,179.7,38.0,13.0,28.0,4.0,11.4,83.1,15.9,226.9,0.4,10.8,359.6,34.0,11.0,30.0,3.0,11.6,81.4,16.8,175.1,8.0,21.6,44.9,34.0,5.0,26.0,7.0
15/05/2021,26.0,3.0,38.0,13.0,28.0,4.0,11.4,83.1,15.9,226.9,0.4,10.8,359.6,34.0,11.0,30.0,3.0,11.6,81.4,16.8,175.1,8.0,21.6,44.9,41.0,13.0,36.0,5.0,12.0,77.9,20.8,255.9,2.0,14.4,267.1,32.0,5.0,34.0,5.0
14/05/2021,28.0,4.0,34.0,11.0,30.0,3.0,11.6,81.4,16.8,175.1,8.0,21.6,44.9,41.0,13.0,36.0,5.0,12.0,77.9,20.8,255.9,2.0,14.4,267.1,39.0,15.0,31.0,6.0,13.9,81.9,24.8,157.7,1.0,10.8,15.9,26.0,3.0,32.0,5.0
13/05/2021,30.0,3.0,41.0,13.0,36.0,5.0,12.0,77.9,20.8,255.9,2.0,14.4,267.1,39.0,15.0,31.0,6.0,13.9,81.9,24.8,157.7,1.0,10.8,15.9,30.0,16.0,22.0,7.0,16.4,74.6,34.5,230.5,1.7,28.8,202.3,28.0,4.0,26.0,3.0
12/05/2021,36.0,5.0,39.0,15.0,31.0,6.0,13.9,81.9,24.8,157.7,1.0,10.8,15.9,30.0,16.0,22.0,7.0,16.4,74.6,34.5,230.5,1.7,28.8,202.3,34.0,13.0,28.0,4.0,18.3,68.1,39.1,161.1,1.1,25.2,175.5,30.0,3.0,28.0,4.0
11/05/2021,31.0,6.0,30.0,16.0,22.0,7.0,16.4,74.6,34.5,230.5,1.7,28.8,202.3,34.0,13.0,28.0,4.0,18.3,68.1,39.1,161.1,1.1,25.2,175.5,45.0,14.0,32.0,3.0,8.8,81.4,23.8,109.0,2.3,21.6,160.1,36.0,5.0,30.0,3.0
10/05/2021,22.0,7.0,34.0,13.0,28.0,4.0,18.3,68.1,39.1,161.1,1.1,25.2,175.5,45.0,14.0,32.0,3.0,8.8,81.4,23.8,109.0,2.3,21.6,160.1,25.0,12.0,26.0,7.0,6.8,74.8,30.0,303.3,2.0,22.0,270.0,31.0,6.0,36.0,5.0
09/05/2021,28.0,4.0,45.0,14.0,32.0,3.0,8.8,81.4,23.8,109.0,2.3,21.6,160.1,25.0,12.0,26.0,7.0,6.8,74.8,30.0,303.3,2.0,22.0,270.0,33.0,11.0,32.0,4.0,6.1,82.7,22.8,146.5,6.1,14.4,243.7,22.0,7.0,31.0,6.0
08/05/2021,32.0,3.0,25.0,12.0,26.0,7.0,6.8,74.8,30.0,303.3,2.0,22.0,270.0,33.0,11.0,32.0,4.0,6.1,82.7,22.8,146.5,6.1,14.4,243.7,27.0,9.0,27.0,6.0,7.4,73.6,27.5,221.2,2.4,28.8,273.8,28.0,4.0,22.0,7.0
07/05/2021,26.0,7.0,33.0,11.0,32.0,4.0,6.1,82.7,22.8,146.5,6.1,14.4,243.7,27.0,9.0,27.0,6.0,7.4,73.6,27.5,221.2,2.4,28.8,273.8,29.0,14.0,30.0,3.0,9.7,73.3,26.7,215.0,7.1,39.6,231.9,32.0,3.0,28.0,4.0
06/05/2021,32.0,4.0,27.0,9.0,27.0,6.0,7.4,73.6,27.5,221.2,2.4,28.8,273.8,29.0,14.0,30.0,3.0,9.7,73.3,26.7,215.0,7.1,39.6,231.9,52.0,11.0,33.0,3.0,8.9,67.4,27.9,170.6,0.0,25.2,209.7,26.0,7.0,32.0,3.0
05/05/2021,27.0,6.0,29.0,14.0,30.0,3.0,9.7,73.3,26.7,215.0,7.1,39.6,231.9,52.0,11.0,33.0,3.0,8.9,67.4,27.9,170.6,0.0,25.2,209.7,25.0,16.0,36.0,6.0,7.1,71.5,35.8,246.9,0.0,22.3,304.0,32.0,4.0,26.0,7.0
04/05/2021,30.0,3.0,52.0,11.0,33.0,3.0,8.9,67.4,27.9,170.6,0.0,25.2,209.7,25.0,16.0,36.0,6.0,7.1,71.5,35.8,246.9,0.0,22.3,304.0,39.0,10.0,33.0,3.0,7.9,75.0,26.2,250.4,0.0,18.0,289.3,27.0,6.0,32.0,4.0
03/05/2021,33.0,3.0,25.0,16.0,36.0,6.0,7.1,71.5,35.8,246.9,0.0,22.3,304.0,39.0,10.0,33.0,3.0,7.9,75.0,26.2,250.4,0.0,18.0,289.3,48.0,13.0,38.0,5.0,7.9,89.0,12.2,227.3,9.0,10.8,314.3,30.0,3.0,27.0,6.0
02/05/2021,36.0,6.0,39.0,10.0,33.0,3.0,7.9,75.0,26.2,250.4,0.0,18.0,289.3,48.0,13.0,38.0,5.0,7.9,89.0,12.2,227.3,9.0,10.8,314.3,55.0,18.0,31.0,6.0,8.0,79.3,18.3,146.8,4.9,21.6,311.8,33.0,3.0,30.0,3.0
01/05/2021,33.0,3.0,48.0,13.0,38.0,5.0,7.9,89.0,12.2,227.3,9.0,10.8,314.3,55.0,18.0,31.0,6.0,8.0,79.3,18.3,146.8,4.9,21.6,311.8,50.0,19.0,35.0,3.0,10.8,48.6,38.7,248.8,0.0,21.6,36.9,36.0,6.0,33.0,3.0
30/04/2021,38.0,5.0,55.0,18.0,31.0,6.0,8.0,79.3,18.3,146.8,4.9,21.6,311.8,50.0,19.0,35.0,3.0,10.8,48.6,38.7,248.8,0.0,21.6,36.9,36.0,17.0,36.0,5.0,8.9,54.6,39.0,288.2,0.0,18.0,76.3,33.0,3.0,36.0,6.0
29/04/2021,31.0,6.0,50.0,19.0,35.0,3.0,10.8,48.6,38.7,248.8,0.0,21.6,36.9,36.0,17.0,36.0,5.0,8.9,54.6,39.0,288.2,0.0,18.0,76.3,33.0,10.0,40.0,3.0,7.6,64.4,35.4,295.8,0.0,18.7,25.5,38.0,5.0,33.0,3.0
28/04/2021,35.0,3.0,36.0,17.0,36.0,5.0,8.9,54.6,39.0,288.2,0.0,18.0,76.3,33.0,10.0,40.0,3.0,7.6,64.4,35.4,295.8,0.0,18.7,25.5,35.0,11.0,35.0,3.0,7.2,67.8,34.2,271.9,0.0,20.9,28.4,31.0,6.0,38.0,5.0
27/04/2021,36.0,5.0,33.0,10.0,40.0,3.0,7.6,64.4,35.4,295.8,0.0,18.7,25.5,35.0,11.0,35.0,3.0,7.2,67.8,34.2,271.9,0.0,20.9,28.4,38.0,13.0,33.0,1.0,7.7,69.3,23.4,236.6,0.0,23.0,33.9,35.0,3.0,31.0,6.0
