date,o3,no2,pm25 - day 1,pm10 - day 1,o3 - day 1,no2 - day 1,temp - day 1,humidity - day 1,visibility - day 1,solarradiation - day 1,precip - day 1,windspeed - day 1,winddir - day 1,pm25 - day 2,pm10 - day 2,o3 - day 2,no2 - day 2,temp - day 2,humidity - day 2,visibility - day 2,solarradiation - day 2,precip - day 2,windspeed - day 2,winddir - day 2,pm25 - day 3,pm10 - day 3,o3 - day 3,no2 - day 3,temp - day 3,humidity - day 3,visibility - day 3,solarradiation - day 3,precip - day 3,windspeed - day 3,winddir - day 3,o3 + day 1,no2 + day 1,o3 + day 2,no2 + day 2
18/06/2024,34.0,1.0,25.0,13.0,21.0,7.0,16.3,72.1,36.0,329.2,0.0,22.3,223.3,19.0,13.0,36.0,3.0,14.7,82.2,37.0,213.9,9.6,21.6,198.2,15.0,12.0,28.0,1.0,14.3,81.5,30.9,240.4,6.9,28.8,208.6,34.0,2.0,26.0,3.0
17/06/2024,21.0,7.0,19.0,13.0,36.0,3.0,14.7,82.2,37.0,213.9,9.6,21.6,198.2,15.0,12.0,28.0,1.0,14.3,81.5,30.9,240.4,6.9,28.8,208.6,28.0,11.0,29.0,2.0,15.0,82.4,38.1,129.3,0.6,25.9,184.3,34.0,1.0,34.0,2.0
16/06/2024,36.0,3.0,15.0,12.0,28.0,1.0,14.3,81.5,30.9,240.4,6.9,28.8,208.6,28.0,11.0,29.0,2.0,15.0,82.4,38.1,129.3,0.6,25.9,184.3,37.0,11.0,27.0,4.0,14.1,72.4,33.3,253.8,0.0,18.4,206.5,21.0,7.0,34.0,1.0
15/06/2024,28.0,1.0,28.0,11.0,29.0,2.0,15.0,82.4,38.1,129.3,0.6,25.9,184.3,37.0,11.0,27.0,4.0,14.1,72.4,33.3,253.8,0.0,18.4,206.5,12.0,11.0,38.0,4.0,11.6,79.5,38.7,241.4,0.8,18.4,294.4,36.0,3.0,21.0,7.0
14/06/2024,29.0,2.0,37.0,11.0,27.0,4.0,14.1,72.4,33.3,253.8,0.0,18.4,206.5,12.0,11.0,38.0,4.0,11.6,79.5,38.7,241.4,0.8,18.4,294.4,21.0,7.0,32.0,2.0,11.9,79.5,34.2,322.0,3.6,18.4,278.7,28.0,1.0,36.0,3.0
13/06/2024,27.0,4.0,12.0,11.0,38.0,4.0,11.6,79.5,38.7,241.4,0.8,18.4,294.4,21.0,7.0,32.0,2.0,11.9,79.5,34.2,322.0,3.6,18.4,278.7,25.0,13.0,30.0,2.0,11.7,88.7,27.7,91.3,16.4,29.5,237.3,29.0,2.0,28.0,1.0
12/06/2024,38.0,4.0,21.0,7.0,32.0,2.0,11.9,79.5,34.2,322.0,3.6,18.4,278.7,25.0,13.0,30.0,2.0,11.7,88.7,27.7,91.3,16.4,29.5,237.3,35.0,9.0,26.0,5.0,12.4,71.9,34.2,340.0,0.0,22.3,263.5,27.0,4.0,29.0,2.0
11/06/2024,32.0,2.0,25.0,13.0,30.0,2.0,11.7,88.7,27.7,91.3,16.4,29.5,237.3,35.0,9.0,26.0,5.0,12.4,71.9,34.2,340.0,0.0,22.3,263.5,39.0,12.0,30.0,2.0,13.2,81.0,27.3,263.2,0.3,25.9,241.0,38.0,4.0,27.0,4.0
10/06/2024,30.0,2.0,35.0,9.0,26.0,5.0,12.4,71.9,34.2,340.0,0.0,22.3,263.5,39.0,12.0,30.0,2.0,13.2,81.0,27.3,263.2,0.3,25.9,241.0,57.0,14.0,29.0,3.0,13.2,73.1,22.1,273.4,0.0,18.4,235.9,32.0,2.0,38.0,4.0
09/06/2024,26.0,5.0,39.0,12.0,30.0,2.0,13.2,81.0,27.3,263.2,0.3,25.9,241.0,57.0,14.0,29.0,3.0,13.2,73.1,22.1,273.4,0.0,18.4,235.9,55.0,20.0,32.0,6.0,12.4,70.4,27.0,214.6,0.0,14.8,262.0,30.0,2.0,32.0,2.0
08/06/2024,30.0,2.0,57.0,14.0,29.0,3.0,13.2,73.1,22.1,273.4,0.0,18.4,235.9,55.0,20.0,32.0,6.0,12.4,70.4,27.0,214.6,0.0,14.8,262.0,38.0,19.0,31.0,6.0,13.5,70.0,31.7,349.2,5.0,25.2,267.3,26.0,5.0,30.0,2.0
07/06/2024,29.0,3.0,55.0,20.0,32.0,6.0,12.4,70.4,27.0,214.6,0.0,14.8,262.0,38.0,19.0,31.0,6.0,13.5,70.0,31.7,349.2,5.0,25.2,267.3,51.0,13.0,30.0,2.0,16.5,81.3,21.3,199.8,0.0,21.6,208.1,30.0,2.0,26.0,5.0
06/06/2024,32.0,6.0,38.0,19.0,31.0,6.0,13.5,70.0,31.7,349.2,5.0,25.2,267.3,51.0,13.0,30.0,2.0,16.5,81.3,21.3,199.8,0.0,21.6,208.1,41.0,17.0,35.0,5.0,14.3,76.5,37.6,173.3,0.0,11.2,297.2,29.0,3.0,30.0,2.0
05/06/2024,31.0,6.0,51.0,13.0,30.0,2.0,16.5,81.3,21.3,199.8,0.0,21.6,208.1,41.0,17.0,35.0,5.0,14.3,76.5,37.6,173.3,0.0,11.2,297.2,55.0,13.0,32.0,2.0,14.6,74.4,23.5,332.6,0.0,18.4,341.9,32.0,6.0,29.0,3.0
04/06/2024,30.0,2.0,41.0,17.0,35.0,5.0,14.3,76.5,37.6,173.3,0.0,11.2,297.2,55.0,13.0,32.0,2.0,14.6,74.4,23.5,332.6,0.0,18.4,341.9,32.0,13.0,37.0,1.0,14.2,84.2,26.9,284.5,0.0,18.0,274.4,31.0,6.0,32.0,6.0
03/06/2024,35.0,5.0,55.0,13.0,32.0,2.0,14.6,74.4,23.5,332.6,0.0,18.4,341.9,32.0,13.0,37.0,1.0,14.2,84.2,26.9,284.5,0.0,18.0,274.4,24.0,11.0,34.0,5.0,15.2,88.0,25.2,268.0,21.5,22.3,231.4,30.0,2.0,31.0,6.0
02/06/2024,32.0,2.0,32.0,13.0,37.0,1.0,14.2,84.2,26.9,284.5,0.0,18.0,274.4,24.0,11.0,34.0,5.0,15.2,88.0,25.2,268.0,21.5,22.3,231.4,30.0,10.0,29.0,2.0,13.7,85.5,22.5,227.6,4.3,21.6,199.6,35.0,5.0,30.0,2.0
30/05/2024,37.0,1.0,24.0,11.0,34.0,5.0,15.2,88.0,25.2,268.0,21.5,22.3,231.4,30.0,10.0,29.0,2.0,13.7,85.5,22.5,227.6,4.3,21.6,199.6,27.0,11.0,33.0,3.0,14.2,81.6,29.8,240.2,4.8,14.8,210.6,32.0,2.0,35.0,5.0
29/05/2024,34.0,5.0,30.0,10.0,29.0,2.0,13.7,85.5,22.5,227.6,4.3,21.6,199.6,27.0,11.0,33.0,3.0,14.2,81.6,29.8,240.2,4.8,14.8,210.6,38.0,12.0,32.0,3.0,14.9,87.9,21.7,184.5,7.0,18.4,155.3,37.0,1.0,32.0,2.0
28/05/2024,29.0,2.0,27.0,11.0,33.0,3.0,14.2,81.6,29.8,240.2,4.8,14.8,210.6,38.0,12.0,32.0,3.0,14.9,87.9,21.7,184.5,7.0,18.4,155.3,40.0,14.0,30.0,3.0,15.7,88.9,18.8,153.3,4.5,14.8,251.6,34.0,5.0,37.0,1.0
27/05/2024,33.0,3.0,38.0,12.0,32.0,3.0,14.9,87.9,21.7,184.5,7.0,18.4,155.3,40.0,14.0,30.0,3.0,15.7,88.9,18.8,153.3,4.5,14.8,251.6,56.0,9.0,35.0,2.0,14.1,92.4,8.8,105.5,5.9,11.2,15.1,29.0,2.0,34.0,5.0
26/05/2024,32.0,3.0,40.0,14.0,30.0,3.0,15.7,88.9,18.8,153.3,4.5,14.8,251.6,56.0,9.0,35.0,2.0,14.1,92.4,8.8,105.5,5.9,11.2,15.1,43.0,20.0,26.0,7.0,15.7,78.0,31.2,218.6,0.0,22.3,214.7,33.0,3.0,29.0,2.0
25/05/2024,30.0,3.0,56.0,9.0,35.0,2.0,14.1,92.4,8.8,105.5,5.9,11.2,15.1,43.0,20.0,26.0,7.0,15.7,78.0,31.2,218.6,0.0,22.3,214.7,34.0,15.0,34.0,3.0,15.7,84.5,23.5,237.3,13.6,22.3,219.0,32.0,3.0,33.0,3.0
24/05/2024,35.0,2.0,43.0,20.0,26.0,7.0,15.7,78.0,31.2,218.6,0.0,22.3,214.7,34.0,15.0,34.0,3.0,15.7,84.5,23.5,237.3,13.6,22.3,219.0,39.0,12.0,36.0,3.0,16.7,83.2,18.9,210.6,13.0,35.3,87.6,30.0,3.0,32.0,3.0
23/05/2024,26.0,7.0,34.0,15.0,34.0,3.0,15.7,84.5,23.5,237.3,13.6,22.3,219.0,39.0,12.0,36.0,3.0,16.7,83.2,18.9,210.6,13.0,35.3,87.6,39.0,13.0,41.0,4.0,16.2,85.4,23.7,292.9,1.6,14.8,0.2,35.0,2.0,30.0,3.0
22/05/2024,34.0,3.0,39.0,12.0,36.0,3.0,16.7,83.2,18.9,210.6,13.0,35.3,87.6,39.0,13.0,41.0,4.0,16.2,85.4,23.7,292.9,1.6,14.8,0.2,54.0,16.0,36.0,1.0,17.6,72.7,25.7,292.3,0.0,22.3,349.6,26.0,7.0,35.0,2.0
21/05/2024,36.0,3.0,39.0,13.0,41.0,4.0,16.2,85.4,23.7,292.9,1.6,14.8,0.2,54.0,16.0,36.0,1.0,17.6,72.7,25.7,292.3,0.0,22.3,349.6,56.0,25.0,47.0,2.0,16.9,80.1,21.5,239.8,0.0,11.2,107.3,34.0,3.0,26.0,7.0
20/05/2024,41.0,4.0,54.0,16.0,36.0,1.0,17.6,72.7,25.7,292.3,0.0,22.3,349.6,56.0,25.0,47.0,2.0,16.9,80.1,21.5,239.8,0.0,11.2,107.3,61.0,24.0,41.0,5.0,15.6,91.6,7.7,208.1,2.0,14.8,315.8,36.0,3.0,34.0,3.0
19/05/2024,36.0,1.0,56.0,25.0,47.0,2.0,16.9,80.1,21.5,239.8,0.0,11.2,107.3,61.0,24.0,41.0,5.0,15.6,91.6,7.7,208.1,2.0,14.8,315.8,45.0,21.0,32.0,6.0,16.6,87.8,16.0,152.3,0.3,18.4,199.9,41.0,4.0,36.0,3.0
18/05/2024,47.0,2.0,61.0,24.0,41.0,5.0,15.6,91.6,7.7,208.1,2.0,14.8,315.8,45.0,21.0,32.0,6.0,16.6,87.8,16.0,152.3,0.3,18.4,199.9,51.0,14.0,33.0,4.0,16.5,89.4,11.6,170.1,9.3,11.2,292.3,36.0,1.0,41.0,4.0
17/05/2024,41.0,5.0,45.0,21.0,32.0,6.0,16.6,87.8,16.0,152.3,0.3,18.4,199.9,51.0,14.0,33.0,4.0,16.5,89.4,11.6,170.1,9.3,11.2,292.3,41.0,17.0,25.0,5.0,19.6,74.3,29.2,241.5,2.1,29.5,129.0,47.0,2.0,36.0,1.0
16/05/2024,32.0,6.0,51.0,14.0,33.0,4.0,16.5,89.4,11.6,170.1,9.3,11.2,292.3,41.0,17.0,25.0,5.0,19.6,74.3,29.2,241.5,2.1,29.5,129.0,44.0,17.0,48.0,5.0,19.7,71.7,39.7,296.5,0.0,18.0,152.7,41.0,5.0,47.0,2.0
15/05/2024,33.0,4.0,41.0,17.0,25.0,5.0,19.6,74.3,29.2,241.5,2.1,29.5,129.0,44.0,17.0,48.0,5.0,19.7,71.7,39.7,296.5,0.0,18.0,152.7,49.0,13.0,40.0,3.0,19.6,57.1,41.3,293.4,0.0,18.4,98.2,32.0,6.0,41.0,5.0
14/05/2024,25.0,5.0,44.0,17.0,48.0,5.0,19.7,71.7,39.7,296.5,0.0,18.0,152.7,49.0,13.0,40.0,3.0,19.6,57.1,41.3,293.4,0.0,18.4,98.2,48.0,13.0,52.0,2.0,16.6,73.0,23.2,283.0,0.0,14.8,55.5,33.0,4.0,32.0,6.0
13/05/2024,48.0,5.0,49.0,13.0,40.0,3.0,19.6,57.1,41.3,293.4,0.0,18.4,98.2,48.0,13.0,52.0,2.0,16.6,73.0,23.2,283.0,0.0,14.8,55.5,59.0,13.0,40.0,2.0,14.8,78.1,14.0,253.0,0.0,14.8,25.6,25.0,5.0,33.0,4.0
12/05/2024,40.0,3.0,48.0,13.0,52.0,2.0,16.6,73.0,23.2,283.0,0.0,14.8,55.5,59.0,13.0,40.0,2.0,14.8,78.1,14.0,253.0,0.0,14.8,25.6,47.0,17.0,41.0,3.0,13.2,80.3,15.9,228.8,0.0,11.2,331.9,48.0,5.0,25.0,5.0
11/05/2024,52.0,2.0,59.0,13.0,40.0,2.0,14.8,78.1,14.0,253.0,0.0,14.8,25.6,47.0,17.0,41.0,3.0,13.2,80.3,15.9,228.8,0.0,11.2,331.9,39.0,13.0,38.0,3.0,13.2,80.0,35.7,128.4,0.0,11.2,336.4,40.0,3.0,48.0,5.0
10/05/2024,40.0,2.0,47.0,17.0,41.0,3.0,13.2,80.3,15.9,228.8,0.0,11.2,331.9,39.0,13.0,38.0,3.0,13.2,80.0,35.7,128.4,0.0,11.2,336.4,38.0,11.0,34.0,2.0,14.9,68.4,37.8,285.5,0.0,18.0,2.8,52.0,2.0,40.0,3.0
09/05/2024,41.0,3.0,39.0,13.0,38.0,3.0,13.2,80.0,35.7,128.4,0.0,11.2,336.4,38.0,11.0,34.0,2.0,14.9,68.4,37.8,285.5,0.0,18.0,2.8,39.0,14.0,42.0,1.0,13.7,75.6,30.3,231.2,0.0,18.0,76.9,40.0,2.0,52.0,2.0
08/05/2024,38.0,3.0,38.0,11.0,34.0,2.0,14.9,68.4,37.8,285.5,0.0,18.0,2.8,39.0,14.0,42.0,1.0,13.7,75.6,30.3,231.2,0.0,18.0,76.9,32.0,11.0,41.0,3.0,12.4,82.0,33.9,213.5,4.5,11.2,294.3,41.0,3.0,40.0,2.0
07/05/2024,34.0,2.0,39.0,14.0,42.0,1.0,13.7,75.6,30.3,231.2,0.0,18.0,76.9,32.0,11.0,41.0,3.0,12.4,82.0,33.9,213.5,4.5,11.2,294.3,44.0,10.0,38.0,2.0,11.0,87.1,21.4,168.8,5.8,31.7,156.7,38.0,3.0,41.0,3.0
06/05/2024,42.0,1.0,32.0,11.0,41.0,3.0,12.4,82.0,33.9,213.5,4.5,11.2,294.3,44.0,10.0,38.0,2.0,11.0,87.1,21.4,168.8,5.8,31.7,156.7,42.0,12.0,33.0,5.0,12.0,92.6,15.0,37.3,17.1,22.3,222.1,34.0,2.0,38.0,3.0
05/05/2024,41.0,3.0,44.0,10.0,38.0,2.0,11.0,87.1,21.4,168.8,5.8,31.7,156.7,42.0,12.0,33.0,5.0,12.0,92.6,15.0,37.3,17.1,22.3,222.1,63.0,29.0,29.0,4.0,18.6,73.8,30.5,259.3,1.9,18.4,94.7,42.0,1.0,34.0,2.0
04/05/2024,38.0,2.0,42.0,12.0,33.0,5.0,12.0,92.6,15.0,37.3,17.1,22.3,222.1,63.0,29.0,29.0,4.0,18.6,73.8,30.5,259.3,1.9,18.4,94.7,62.0,31.0,42.0,4.0,19.1,72.6,21.9,273.8,1.3,16.2,358.8,41.0,3.0,42.0,1.0
03/05/2024,33.0,5.0,63.0,29.0,29.0,4.0,18.6,73.8,30.5,259.3,1.9,18.4,94.7,62.0,31.0,42.0,4.0,19.1,72.6,21.9,273.8,1.3,16.2,358.8,45.0,29.0,38.0,5.0,15.7,79.2,41.1,228.3,0.0,14.8,141.7,38.0,2.0,41.0,3.0
02/05/2024,29.0,4.0,62.0,31.0,42.0,4.0,19.1,72.6,21.9,273.8,1.3,16.2,358.8,45.0,29.0,38.0,5.0,15.7,79.2,41.1,228.3,0.0,14.8,141.7,37.0,12.0,41.0,5.0,12.0,75.7,34.3,277.6,0.0,18.4,170.2,33.0,5.0,38.0,2.0
01/05/2024,42.0,4.0,45.0,29.0,38.0,5.0,15.7,79.2,41.1,228.3,0.0,14.8,141.7,37.0,12.0,41.0,5.0,12.0,75.7,34.3,277.6,0.0,18.4,170.2,21.0,11.0,36.0,6.0,13.3,69.8,45.0,256.0,0.1,29.5,182.9,29.0,4.0,33.0,5.0
30/04/2024,38.0,5.0,37.0,12.0,41.0,5.0,12.0,75.7,34.3,277.6,0.0,18.4,170.2,21.0,11.0,36.0,6.0,13.3,69.8,45.0,256.0,0.1,29.5,182.9,36.0,8.0,35.0,2.0,11.1,82.6,36.7,141.6,0.7,14.8,123.1,42.0,4.0,29.0,4.0
29/04/2024,41.0,5.0,21.0,11.0,36.0,6.0,13.3,69.8,45.0,256.0,0.1,29.5,182.9,36.0,8.0,35.0,2.0,11.1,82.6,36.7,141.6,0.7,14.8,123.1,16.0,10.0,27.0,3.0,8.7,77.1,30.0,263.0,1.3,14.8,252.1,38.0,5.0,42.0,4.0
28/04/2024,36.0,6.0,36.0,8.0,35.0,2.0,11.1,82.6,36.7,141.6,0.7,14.8,123.1,16.0,10.0,27.0,3.0,8.7,77.1,30.0,263.0,1.3,14.8,252.1,,10.0,36.0,4.0,5.8,84.2,33.7,152.4,4.3,18.4,224.3,41.0,5.0,38.0,5.0
27/04/2024,35.0,2.0,16.0,10.0,27.0,3.0,8.7,77.1,30.0,263.0,1.3,14.8,252.1,,10.0,36.0,4.0,5.8,84.2,33.7,152.4,4.3,18.4,224.3,,11.0,32.0,5.0,6.0,83.1,38.7,246.9,3.7,22.3,312.8,36.0,6.0,41.0,5.0
26/04/2024,27.0,3.0,,10.0,36.0,4.0,5.8,84.2,33.7,152.4,4.3,18.4,224.3,,11.0,32.0,5.0,6.0,83.1,38.7,246.9,3.7,22.3,312.8,,14.0,34.0,2.0,5.3,72.0,38.9,246.8,2.5,18.4,316.6,35.0,2.0,36.0,6.0
25/04/2024,36.0,4.0,,11.0,32.0,5.0,6.0,83.1,38.7,246.9,3.7,22.3,312.8,,14.0,34.0,2.0,5.3,72.0,38.9,246.8,2.5,18.4,316.6,,26.0,37.0,4.0,5.6,70.1,35.2,204.0,0.5,22.3,5.1,27.0,3.0,35.0,2.0
24/04/2024,32.0,5.0,,14.0,34.0,2.0,5.3,72.0,38.9,246.8,2.5,18.4,316.6,,26.0,37.0,4.0,5.6,70.1,35.2,204.0,0.5,22.3,5.1,,8.0,38.0,3.0,6.6,72.3,41.0,241.8,0.7,35.3,10.5,36.0,4.0,27.0,3.0
23/04/2024,34.0,2.0,,26.0,37.0,4.0,5.6,70.1,35.2,204.0,0.5,22.3,5.1,,8.0,38.0,3.0,6.6,72.3,41.0,241.8,0.7,35.3,10.5,,10.0,34.0,1.0,7.3,78.5,26.5,206.2,3.4,25.9,331.2,32.0,5.0,36.0,4.0
22/04/2024,37.0,4.0,,8.0,38.0,3.0,6.6,72.3,41.0,241.8,0.7,35.3,10.5,,10.0,34.0,1.0,7.3,78.5,26.5,206.2,3.4,25.9,331.2,,13.0,35.0,1.0,8.5,86.4,18.8,164.5,17.2,29.5,294.3,34.0,2.0,32.0,5.0
21/04/2024,38.0,3.0,,10.0,34.0,1.0,7.3,78.5,26.5,206.2,3.4,25.9,331.2,,13.0,35.0,1.0,8.5,86.4,18.8,164.5,17.2,29.5,294.3,,11.0,34.0,2.0,7.2,77.4,33.4,190.6,1.5,18.4,296.2,37.0,4.0,34.0,2.0
20/04/2024,34.0,1.0,,13.0,35.0,1.0,8.5,86.4,18.8,164.5,17.2,29.5,294.3,,11.0,34.0,2.0,7.2,77.4,33.4,190.6,1.5,18.4,296.2,,11.0,37.0,3.0,6.1,86.6,32.3,203.0,8.3,22.3,310.2,38.0,3.0,37.0,4.0
19/04/2024,35.0,1.0,,11.0,34.0,2.0,7.2,77.4,33.4,190.6,1.5,18.4,296.2,,11.0,37.0,3.0,6.1,86.6,32.3,203.0,8.3,22.3,310.2,,13.0,34.0,4.0,8.5,78.7,32.8,170.1,10.4,29.5,298.7,34.0,1.0,38.0,3.0
18/04/2024,34.0,2.0,,11.0,37.0,3.0,6.1,86.6,32.3,203.0,8.3,22.3,310.2,,13.0,34.0,4.0,8.5,78.7,32.8,170.1,10.4,29.5,298.7,,11.0,35.0,1.0,8.3,80.7,31.8,127.8,11.9,29.5,228.6,35.0,1.0,34.0,1.0
17/04/2024,37.0,3.0,,13.0,34.0,4.0,8.5,78.7,32.8,170.1,10.4,29.5,298.7,,11.0,35.0,1.0,8.3,80.7,31.8,127.8,11.9,29.5,228.6,,12.0,36.0,3.0,12.4,62.4,41.9,193.1,0.0,18.4,285.1,34.0,2.0,35.0,1.0
16/04/2024,34.0,4.0,,11.0,35.0,1.0,8.3,80.7,31.8,127.8,11.9,29.5,228.6,,12.0,36.0,3.0,12.4,62.4,41.9,193.1,0.0,18.4,285.1,,13.0,35.0,2.0,17.3,70.2,42.5,196.3,0.0,25.9,222.5,37.0,3.0,34.0,2.0
15/04/2024,35.0,1.0,,12.0,36.0,3.0,12.4,62.4,41.9,193.1,0.0,18.4,285.1,,13.0,35.0,2.0,17.3,70.2,42.5,196.3,0.0,25.9,222.5,56.0,10.0,33.0,3.0,15.9,77.4,30.8,203.2,0.0,29.5,227.1,34.0,4.0,37.0,3.0
14/04/2024,36.0,3.0,,13.0,35.0,2.0,17.3,70.2,42.5,196.3,0.0,25.9,222.5,56.0,10.0,33.0,3.0,15.9,77.4,30.8,203.2,0.0,29.5,227.1,37.0,12.0,25.0,4.0,13.1,82.4,28.0,48.5,0.4,22.3,213.6,35.0,1.0,34.0,4.0
13/04/2024,35.0,2.0,56.0,10.0,33.0,3.0,15.9,77.4,30.8,203.2,0.0,29.5,227.1,37.0,12.0,25.0,4.0,13.1,82.4,28.0,48.5,0.4,22.3,213.6,40.0,9.0,30.0,4.0,11.5,65.3,34.1,241.1,1.7,18.4,234.1,36.0,3.0,35.0,1.0
12/04/2024,33.0,3.0,37.0,12.0,25.0,4.0,13.1,82.4,28.0,48.5,0.4,22.3,213.6,40.0,9.0,30.0,4.0,11.5,65.3,34.1,241.1,1.7,18.4,234.1,27.0,14.0,36.0,3.0,12.1,77.2,33.3,143.5,3.6,32.4,215.4,35.0,2.0,36.0,3.0
11/04/2024,25.0,4.0,40.0,9.0,30.0,4.0,11.5,65.3,34.1,241.1,1.7,18.4,234.1,27.0,14.0,36.0,3.0,12.1,77.2,33.3,143.5,3.6,32.4,215.4,40.0,11.0,33.0,3.0,15.2,83.4,35.2,133.2,0.5,14.8,144.3,33.0,3.0,35.0,2.0
10/04/2024,30.0,4.0,27.0,14.0,36.0,3.0,12.1,77.2,33.3,143.5,3.6,32.4,215.4,40.0,11.0,33.0,3.0,15.2,83.4,35.2,133.2,0.5,14.8,144.3,25.0,14.0,34.0,7.0,17.2,60.0,44.4,223.3,0.3,29.5,212.3,25.0,4.0,33.0,3.0
09/04/2024,36.0,3.0,40.0,11.0,33.0,3.0,15.2,83.4,35.2,133.2,0.5,14.8,144.3,25.0,14.0,34.0,7.0,17.2,60.0,44.4,223.3,0.3,29.5,212.3,33.0,11.0,38.0,2.0,17.4,69.6,39.0,203.3,0.0,25.9,171.6,30.0,4.0,25.0,4.0
08/04/2024,33.0,3.0,25.0,14.0,34.0,7.0,17.2,60.0,44.4,223.3,0.3,29.5,212.3,33.0,11.0,38.0,2.0,17.4,69.6,39.0,203.3,0.0,25.9,171.6,34.0,13.0,34.0,5.0,13.6,83.6,27.2,111.6,2.9,31.7,206.4,36.0,3.0,30.0,4.0
07/04/2024,34.0,7.0,33.0,11.0,38.0,2.0,17.4,69.6,39.0,203.3,0.0,25.9,171.6,34.0,13.0,34.0,5.0,13.6,83.6,27.2,111.6,2.9,31.7,206.4,31.0,17.0,32.0,4.0,11.9,82.5,23.7,158.1,13.2,31.7,224.9,33.0,3.0,36.0,3.0
06/04/2024,38.0,2.0,34.0,13.0,34.0,5.0,13.6,83.6,27.2,111.6,2.9,31.7,206.4,31.0,17.0,32.0,4.0,11.9,82.5,23.7,158.1,13.2,31.7,224.9,28.0,18.0,37.0,3.0,11.0,90.8,25.0,57.8,7.3,25.2,200.9,34.0,7.0,33.0,3.0
05/04/2024,34.0,5.0,31.0,17.0,32.0,4.0,11.9,82.5,23.7,158.1,13.2,31.7,224.9,28.0,18.0,37.0,3.0,11.0,90.8,25.0,57.8,7.3,25.2,200.9,28.0,12.0,33.0,5.0,9.7,83.4,29.9,62.4,1.6,23.8,225.0,38.0,2.0,34.0,7.0
04/04/2024,32.0,4.0,28.0,18.0,37.0,3.0,11.0,90.8,25.0,57.8,7.3,25.2,200.9,28.0,12.0,33.0,5.0,9.7,83.4,29.9,62.4,1.6,23.8,225.0,27.0,11.0,32.0,5.0,10.2,83.2,27.6,119.4,0.0,19.8,220.1,34.0,5.0,38.0,2.0
03/04/2024,37.0,3.0,28.0,12.0,33.0,5.0,9.7,83.4,29.9,62.4,1.6,23.8,225.0,27.0,11.0,32.0,5.0,10.2,83.2,27.6,119.4,0.0,19.8,220.1,42.0,9.0,31.0,4.0,10.1,89.5,22.5,137.1,13.4,20.2,97.3,32.0,4.0,34.0,5.0
02/04/2024,33.0,5.0,27.0,11.0,32.0,5.0,10.2,83.2,27.6,119.4,0.0,19.8,220.1,42.0,9.0,31.0,4.0,10.1,89.5,22.5,137.1,13.4,20.2,97.3,20.0,13.0,29.0,4.0,9.3,89.5,23.3,33.6,3.6,15.8,224.9,37.0,3.0,32.0,4.0
01/04/2024,32.0,5.0,42.0,9.0,31.0,4.0,10.1,89.5,22.5,137.1,13.4,20.2,97.3,20.0,13.0,29.0,4.0,9.3,89.5,23.3,33.6,3.6,15.8,224.9,24.0,6.0,31.0,4.0,10.5,71.4,23.0,142.4,1.2,26.6,190.9,33.0,5.0,37.0,3.0
31/03/2024,31.0,4.0,20.0,13.0,29.0,4.0,9.3,89.5,23.3,33.6,3.6,15.8,224.9,24.0,6.0,31.0,4.0,10.5,71.4,23.0,142.4,1.2,26.6,190.9,29.0,8.0,33.0,3.0,8.6,73.6,21.8,113.3,4.9,26.6,181.0,32.0,5.0,33.0,5.0
30/03/2024,29.0,4.0,24.0,6.0,31.0,4.0,10.5,71.4,23.0,142.4,1.2,26.6,190.9,29.0,8.0,33.0,3.0,8.6,73.6,21.8,113.3,4.9,26.6,181.0,34.0,10.0,33.0,4.0,9.9,75.7,33.7,92.1,0.2,18.4,171.8,31.0,4.0,32.0,5.0
29/03/2024,31.0,4.0,29.0,8.0,33.0,3.0,8.6,73.6,21.8,113.3,4.9,26.6,181.0,34.0,10.0,33.0,4.0,9.9,75.7,33.7,92.1,0.2,18.4,171.8,46.0,12.0,31.0,5.0,8.4,70.5,38.7,136.5,0.2,22.3,117.4,29.0,4.0,31.0,4.0
28/03/2024,33.0,3.0,34.0,10.0,33.0,4.0,9.9,75.7,33.7,92.1,0.2,18.4,171.8,46.0,12.0,31.0,5.0,8.4,70.5,38.7,136.5,0.2,22.3,117.4,39.0,14.0,23.0,8.0,7.3,74.4,28.5,187.5,0.0,14.8,151.8,31.0,4.0,29.0,4.0
27/03/2024,33.0,4.0,46.0,12.0,31.0,5.0,8.4,70.5,38.7,136.5,0.2,22.3,117.4,39.0,14.0,23.0,8.0,7.3,74.4,28.5,187.5,0.0,14.8,151.8,30.0,18.0,32.0,6.0,6.5,87.1,21.2,85.3,15.9,25.9,268.9,33.0,3.0,31.0,4.0
26/03/2024,31.0,5.0,39.0,14.0,23.0,8.0,7.3,74.4,28.5,187.5,0.0,14.8,151.8,30.0,18.0,32.0,6.0,6.5,87.1,21.2,85.3,15.9,25.9,268.9,38.0,13.0,30.0,1.0,7.1,78.1,31.3,135.0,1.6,25.9,248.3,33.0,4.0,33.0,3.0
25/03/2024,23.0,8.0,30.0,18.0,32.0,6.0,6.5,87.1,21.2,85.3,15.9,25.9,268.9,38.0,13.0,30.0,1.0,7.1,78.1,31.3,135.0,1.6,25.9,248.3,62.0,16.0,33.0,5.0,9.8,91.0,8.9,22.4,2.1,18.4,244.9,31.0,5.0,33.0,4.0
